"sort_id","cat","name","emoji","unit_kind","g_per_1ke","portion_name","portion_count","portion_amount","portion_ke","portion_carbs_g","info",
4146,"Glutenfreie Ernährung (Schär)","Croissant","🥐","g","22,0","","","","",0,"1 KE = 22 g; Portion: 1 Stück ca. 62,5 g = 2.8 KE",
4157,"Glutenfreie Ernährung (Schär)","Grissini","🍽️","g","12,0","","","","",0,"1 KE = 12 g; Portion: 1 Stück ca. 5 g = 0.4 KE",
4168,"Glutenfreie Ernährung (Schär)","Knäckebröd","🍽️","g","16,0","","","","",0,"1 KE = 16 g; Portion: 1 Scheibe ca.12 g = 0.75 KE",
4179,"Glutenfreie Ernährung (Schär)","Knusperbrot","🍽️","g","13,0","","","","",0,"1 KE = 13 g; Portion: 1 Stück ca. 7 g = 0.5 KE",
4190,"Glutenfreie Ernährung (Schär)","Pizza Margherita","🍕","g","23,0","","","","",0,"1 KE = 23 g; Portion: 1 Stück ca. 70 g = 3 KE",
4201,"Glutenfreie Ernährung (Schär)","Sallinis","🍽️","g","14,0","","","","",0,"1 KE = 14 g; Portion: 1 Packung ca. 60 g = 4.2 KE",
4212,"Glutenfreie Ernährung (Schär)","Salti","🍽️","g","13,0","","","","",0,"1 KE = 13 g; Portion: 1 Stück ca. 5 g = 0.4 KE",
4223,"Glutenfreie Ernährung (Schär)","Zwieback Pasta roh gekocht","🍝","g","13,0","","","","",0,"1 KE = 13 g; Portion: 1 Stück ca. 7 g = 0.5 KE",
4234,"Glutenfreie Ernährung (Schär)","Anelli, Capelli, Conchigliette, Farfalle,Fusilli, Lasagne, Penne, Pipette, Rigatti, Spaghetti Cerealien","🍝","g","13,0","","","","",0,"1 KE = 13 g; Portion: 40 g",
4245,"Glutenfreie Ernährung (Schär)","Cornflakes","🥣","g","13,0","","","","",0,"1 KE = 13 g",
4256,"Glutenfreie Ernährung (Schär)","Crunchy Müsli","🍽️","g","17,0","","","","",0,"1 KE = 17 g",
4267,"Glutenfreie Ernährung (Schär)","Milly Magic 1-2-3","🍽️","g","13,0","","","","",0,"1 KE = 13 g",
4278,"Glutenfreie Ernährung (Schär)","Müsli Fruit","🍽️","g","16,0","","","","",0,"1 KE = 16 g",
4289,"Glutenfreie Ernährung (Schär)","Butterkeks","🍽️","g","13,0","","","","",0,"1 KE = 13 g; Portion: 1 Stück ca. 8 g = 0.6 KE",
4300,"Glutenfreie Ernährung (Schär)","Choco Butterkeks","🍽️","g","15,0","","","","",0,"1 KE = 15 g",
4311,"Glutenfreie Ernährung (Schär)","Cereal Bar, Cereal Bar Banana","🍽️","g","17,0","","","","",0,"1 KE = 17 g; Portion: 1 Riegel ca. 25 g = 1.5 KE",
4322,"Glutenfreie Ernährung (Schär)","Cereal Disco","🍽️","g","14,0","","","","",0,"1 KE = 14 g; Portion: 1 Stück ca. 12 g = 0.8 KE",
4333,"Glutenfreie Ernährung (Schär)","Cioccolini","🍽️","g","17,0","","","","",0,"1 KE = 17 g; Portion: 1 Stück ca. 9 g = 0.5 KE",
4344,"Glutenfreie Ernährung (Schär)","Ciocko Sticks","🍽️","g","16,0","","","","",0,"1 KE = 16 g; Portion: 1 Stück ca. 7 g = 0.4 KE",
4355,"Glutenfreie Ernährung (Schär)","Digestive Choc","🍽️","g","16,0","","","","",0,"1 KE = 16 g; Portion: 1 Stück ca. 7 g = 0.4 KE",
4366,"Glutenfreie Ernährung (Schär)","Magdalenas","🍽️","g","17,0","","","","",0,"1 KE = 17 g; Portion: 1 Stück ca. 50 g = 3 KE",
4377,"Glutenfreie Ernährung (Schär)","Meranetti","🍽️","g","19,0","","","","",0,"1 KE = 19 g; Portion: 1 Stück ca. 50 g = 2.6 KE",
4388,"Glutenfreie Ernährung (Schär)","Milly Friends","🍽️","g","15,0","","","","",0,"1 KE = 15 g; Portion: 1 Stück ca. 4 g = 0.25 KE",
4399,"Glutenfreie Ernährung (Schär)","Milly Gris&Ciocc","🍽️","g","15,0","","","","",0,"1 KE = 15 g; Portion: 1 Pck. 52 g = 3.5 KE",
4410,"Glutenfreie Ernährung (Schär)","Noccioli","🍽️","g","18,0","","","","",0,"1 KE = 18 g; Portion: 1 Stück ca. 21 g = 1.2 KE",
4421,"Glutenfreie Ernährung (Schär)","Orangino","🍽️","g","14,0","","","","",0,"1 KE = 14 g; Portion: 1 Stück ca. 13 g = 0.9 KE",
4432,"Glutenfreie Ernährung (Schär)","Plum Cake, Yogo Cake","🍽️","g","18,0","","","","",0,"1 KE = 18 g; Portion: 1 Stück ca. 33 g = 1.8 KE",
4443,"Glutenfreie Ernährung (Schär)","Quadritos","🍽️","g","18,0","","","","",0,"1 KE = 18 g",
4454,"Glutenfreie Ernährung (Schär)","Savoiardi","🍽️","g","14,0","","","","",0,"1 KE = 14 g; Portion: 1 Stück ca. 10 g = 0.7 KE",
4465,"Glutenfreie Ernährung (Schär)","Snack","🍽️","g","14,0","","","","",0,"1 KE = 14 g; Portion: 1 Riegel ca. 35 g = 2.5 KE",
4476,"Glutenfreie Ernährung (Schär)","Sorrisi","🍽️","g","15,0","","","","",0,"1 KE = 15 g; Portion: 1 Stück ca. 11 g = 0.7 KE",
